"34506","90:72:40:e4:00:40","90:72:40","202481600165262","Spring Street, Williamstown","2014-10-17","19:38:16","19:38:16","38","-77","-77"
"34507","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-25","00:21:55","23:39:48","76353","-67","-75"
"34508","8c:58:77:5c:98:65","8c:58:77","202481600165262","Spring Street, Williamstown","2014-10-17","19:09:49","19:09:53","53","-75","-75"
"34509","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-09-29","01:32:55","22:15:54","11857","-71","-77"
"34510","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-10-28","07:30:39","22:33:15","6243","-69","-73"
"34511","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-29","00:36:01","22:10:46","36364","-69","-73"
"34512","00:11:d9:01:f8:50","00:11:d9","202481600165262","Spring Street, Williamstown","2014-10-22","02:20:09","23:57:33","23960","-81","-83"
"34513","d8:d1:cb:03:07:08","d8:d1:cb","202481601997564","MASS MoCa, North Adams","2014-11-13","16:10:53","16:10:53","145","-69","-69"
"34514","00:80:92:8c:7d:ae","00:80:92","202481600165262","Spring Street, Williamstown","2014-11-15","09:14:30","09:14:30","553","-77","-77"
"34515","00:26:ab:29:c4:79","00:26:ab","202481595345319","Lever Office, North Adams","2014-11-11","13:50:24","19:01:07","1483","-81","-81"
"34516","c8:85:50:79:e6:6c","c8:85:50","202481601997564","MASS MoCa, North Adams","2014-10-12","12:21:17","12:21:17","178","-57","-57"
"34517","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-21","02:54:43","21:41:27","75363","-67","-77"
"34518","c8:bc:c8:f4:8f:7c","c8:bc:c8","202481601997564","MASS MoCa, North Adams","2014-10-12","11:08:12","14:27:09","5641","-55","-67"
"34519","24:0a:64:ab:a3:c1","24:0a:64","202481600165262","Spring Street, Williamstown","2014-10-31","11:11:22","11:11:22","465","-75","-75"
"34520","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-11-24","02:48:47","02:48:47","648","-73","-73"
"34521","dc:a9:71:16:1d:c7","dc:a9:71","202481595345319","Lever Office, North Adams","2014-09-30","09:06:12","09:32:24","499","-77","-81"
"34522","e4:98:d6:03:bb:81","e4:98:d6","202481600165262","Spring Street, Williamstown","2014-10-23","06:12:55","06:12:55","36","-77","-77"
"34523","f8:27:93:5c:37:14","f8:27:93","202481600165262","Spring Street, Williamstown","2014-11-17","13:11:13","13:11:13","2","-69","-69"
"34524","a8:5b:78:34:fa:07","a8:5b:78","202481600165262","Spring Street, Williamstown","2014-11-16","13:07:13","13:07:13","88","-71","-71"
"34525","a8:06:00:c0:3f:ff","a8:06:00","202481595345319","Lever Office, North Adams","2014-10-19","05:58:29","05:58:29","286","-71","-71"
"34526","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-09-24","13:30:52","18:45:08","2718","-71","-77"
"34527","7c:11:be:94:3c:fc","7c:11:be","202481601997564","MASS MoCa, North Adams","2014-11-03","17:26:11","17:26:11","472","-75","-75"
"34528","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-10-02","00:58:52","23:00:30","12712","-73","-77"
"34529","88:1f:a1:65:64:af","88:1f:a1","202481600165262","Spring Street, Williamstown","2014-10-25","21:16:08","21:16:08","381","-73","-73"
"34530","00:26:ab:29:c4:79","00:26:ab","202481595345319","Lever Office, North Adams","2014-10-14","12:17:04","23:43:05","8811","-79","-81"
"34531","3c:ab:8e:d8:06:3e","3c:ab:8e","202481600165262","Spring Street, Williamstown","2014-10-27","08:44:32","08:44:32","33","-85","-85"
"34532","70:56:81:94:f5:81","70:56:81","202481601997564","MASS MoCa, North Adams","2014-10-04","15:49:45","15:49:45","10","-73","-73"
"34533","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-11-19","05:50:59","05:50:59","1258","-71","-71"
"34534","88:87:17:b0:6e:c6","88:87:17","202481600165262","Spring Street, Williamstown","2014-10-27","14:16:39","14:40:10","3511","-79","-81"
"34535","00:11:d9:01:f8:50","00:11:d9","202481600165262","Spring Street, Williamstown","2014-10-26","00:45:18","14:14:03","9601","-79","-81"
"34536","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-22","00:04:31","23:57:00","76096","-67","-73"
"34537","00:80:92:8c:7d:ae","00:80:92","202481600165262","Spring Street, Williamstown","2014-11-12","08:26:17","09:12:44","705","-79","-79"
"34538","00:20:00:bf:b3:cd","00:20:00","202481600165262","Spring Street, Williamstown","2014-10-17","15:31:56","15:31:56","1548","-85","-85"
"34539","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-09-28","04:12:08","17:33:52","11575","-71","-73"
"34540","00:11:d9:01:f8:50","00:11:d9","202481600165262","Spring Street, Williamstown","2014-11-03","12:46:25","12:46:25","942","-77","-77"
"34541","90:18:7c:0c:b5:56","90:18:7c","202481601997564","MASS MoCa, North Adams","2014-10-20","11:09:28","11:09:28","18","-77","-77"
"34542","54:ea:a8:bd:22:7c","54:ea:a8","202481600165262","Spring Street, Williamstown","2014-10-22","08:31:26","08:31:26","28","-81","-81"
"34543","6c:71:d9:4d:e9:5a","6c:71:d9","202481600165262","Spring Street, Williamstown","2014-11-10","15:08:32","15:08:32","203","-87","-87"
"34544","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-09-29","02:04:10","22:36:57","19611","-73","-79"
"34545","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-09-30","01:11:11","18:17:51","18474","-73","-79"
"34546","24:5f:df:af:e5:62","24:5f:df","202481595345319","Lever Office, North Adams","2014-11-16","18:18:12","18:18:12","153","-73","-73"
"34547","18:cf:5e:1f:b6:98","18:cf:5e","202481600165262","Spring Street, Williamstown","2014-10-31","09:33:46","09:33:46","54","-79","-79"
"34548","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-23","01:00:09","23:20:57","41607","-69","-73"
"34549","60:be:b5:a7:01:2f","60:be:b5","202481601997564","MASS MoCa, North Adams","2014-10-05","22:23:14","22:23:14","396","-63","-63"
"34550","dc:9b:9c:18:69:03","dc:9b:9c","202481600165262","Spring Street, Williamstown","2014-11-01","11:58:33","11:58:33","1","-71","-71"
"34551","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-10-21","09:14:04","18:54:02","6285","-73","-79"
"34552","40:b0:fa:67:4a:16","40:b0:fa","202481600165262","Spring Street, Williamstown","2014-10-17","20:50:33","20:50:33","50","-81","-81"
"34553","00:26:ab:29:c4:79","00:26:ab","202481595345319","Lever Office, North Adams","2014-10-17","00:11:15","18:11:46","13839","-77","-81"
"34554","a4:67:06:20:03:95","a4:67:06","202481595345319","Lever Office, North Adams","2014-11-15","16:00:20","21:00:50","1235","-75","-75"
"34555","1c:3e:84:52:b9:4d","1c:3e:84","202481595345319","Lever Office, North Adams","2014-11-12","05:26:13","05:26:13","298","-79","-79"
"34556","64:a7:69:70:eb:61","64:a7:69","202481600165262","Spring Street, Williamstown","2014-10-30","01:12:37","07:44:18","7397","-79","-83"
"34557","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-24","01:48:30","21:29:03","43283","-69","-75"
"34558","00:11:d9:01:f8:50","00:11:d9","202481600165262","Spring Street, Williamstown","2014-10-30","00:23:12","09:34:45","8049","-79","-81"
"34559","8c:29:37:32:28:74","8c:29:37","202481600165262","Spring Street, Williamstown","2014-11-19","17:50:42","17:50:42","3","-81","-81"
"34560","00:20:00:bf:b3:cd","00:20:00","202481600165262","Spring Street, Williamstown","2014-10-29","00:53:43","23:19:19","3210","-83","-87"
"34561","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-09-27","04:17:43","22:37:51","17388","-77","-81"
"34562","24:0a:64:ab:a3:c1","24:0a:64","202481600165262","Spring Street, Williamstown","2014-11-20","11:47:10","14:20:12","437","-71","-73"
"34563","44:d8:84:40:a6:a2","44:d8:84","202481595345319","Lever Office, North Adams","2014-10-30","16:11:39","16:11:39","560","-79","-79"
"34564","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-30","00:33:18","22:15:55","41002","-63","-73"
"34565","28:cf:da:d9:dd:52","28:cf:da","202481600165262","Spring Street, Williamstown","2014-10-22","02:41:09","02:41:09","1938","-75","-75"
"34566","40:fc:89:42:36:5c","40:fc:89","202481600165262","Spring Street, Williamstown","2014-10-21","10:09:01","10:10:52","550","-73","-75"
"34567","e2:0c:7f:cf:69:6f","e2:0c:7f","202481600165262","Spring Street, Williamstown","2014-10-25","18:42:23","20:14:57","17670","-77","-81"
"34568","d4:f4:6f:a4:5a:e8","d4:f4:6f","202481600165262","Spring Street, Williamstown","2014-10-25","17:40:23","17:40:23","34","-77","-77"
"34569","8c:58:77:54:18:62","8c:58:77","202481600165262","Spring Street, Williamstown","2014-10-21","16:04:35","16:04:35","10","-83","-83"
"34570","c8:bc:c8:f4:8f:7c","c8:bc:c8","202481601997564","MASS MoCa, North Adams","2014-10-17","13:03:33","15:01:59","2382","-65","-65"
"34571","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-09-08","09:43:25","21:48:00","6745","-75","-79"
"34572","7c:c5:37:89:ce:e1","7c:c5:37","202481601997564","MASS MoCa, North Adams","2014-10-20","15:50:50","15:50:50","231","-79","-79"
"34573","84:85:06:7b:30:0d","84:85:06","202481595345319","Lever Office, North Adams","2014-10-21","16:43:04","16:43:04","93","-73","-73"
"34574","c8:bc:c8:f4:8f:7c","c8:bc:c8","202481601997564","MASS MoCa, North Adams","2014-10-22","06:02:26","16:29:40","2856","-63","-75"
"34575","e0:06:e6:c2:76:0b","e0:06:e6","202481595345319","Lever Office, North Adams","2014-10-29","13:28:43","13:28:43","58","-83","-83"
"34576","d8:bb:2c:7d:37:0d","d8:bb:2c","202481601997564","MASS MoCa, North Adams","2014-11-14","14:20:52","14:20:52","3","-69","-69"
"34577","e0:f8:47:00:40:96","e0:f8:47","202481600165262","Spring Street, Williamstown","2014-10-27","22:20:01","22:20:01","1683","-71","-71"
"34578","00:26:ab:29:c4:79","00:26:ab","202481595345319","Lever Office, North Adams","2014-10-15","00:30:18","20:53:21","8544","-77","-83"
"34579","d4:f4:6f:a1:64:ba","d4:f4:6f","202481600165262","Spring Street, Williamstown","2014-10-25","16:05:43","16:05:43","48","-79","-79"
"34580","e0:94:67:06:ff:d8","e0:94:67","202481600165262","Spring Street, Williamstown","2014-10-30","14:32:42","14:32:42","70","-83","-83"
"34581","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-27","03:20:55","23:16:00","37712","-69","-79"
"34582","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-10-13","00:15:16","20:59:05","6935","-69","-79"
"34583","00:1f:3a:c5:37:d5","00:1f:3a","202481595345319","Lever Office, North Adams","2014-10-02","12:07:09","12:07:09","339","-57","-57"
"34584","00:26:ab:29:c4:79","00:26:ab","202481595345319","Lever Office, North Adams","2014-10-03","00:42:12","13:16:54","22576","-73","-77"
"34585","08:d4:0c:05:65:1d","08:d4:0c","202481600165262","Spring Street, Williamstown","2014-10-28","12:02:40","16:57:40","520","-61","-63"
"34586","00:26:ab:29:c4:79","00:26:ab","202481595345319","Lever Office, North Adams","2014-10-12","22:10:47","22:13:06","2388","-77","-79"
"34587","6c:71:d9:00:cd:29","6c:71:d9","202481600165262","Spring Street, Williamstown","2014-10-21","09:43:53","15:45:22","820","-81","-83"
"34588","b0:e8:92:08:38:c5","b0:e8:92","202481595345319","Lever Office, North Adams","2014-09-30","04:02:42","18:59:57","11250","-73","-79"
"34589","88:87:17:b0:6e:c6","88:87:17","202481600165262","Spring Street, Williamstown","2014-10-30","15:19:50","15:49:51","3645","-77","-81"
"34590","00:e0:4c:bd:3e:0f","00:e0:4c","202481595345319","Lever Office, North Adams","2014-10-20","01:32:47","01:56:15","1219","-73","-75"
"34591","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-10-02","00:56:43","22:24:40","29912","-71","-79"
"34592","f0:25:b7:44:a8:ab","f0:25:b7","202481600165262","Spring Street, Williamstown","2014-10-21","11:02:53","11:45:56","898","-81","-83"
"34593","ac:81:12:7c:a4:7b","ac:81:12","202481595345319","Lever Office, North Adams","2014-11-05","10:44:45","10:44:45","128","-75","-75"
"34594","78:31:c1:6e:38:1e","78:31:c1","202481600165262","Spring Street, Williamstown","2014-10-30","12:18:39","12:18:39","51","-79","-79"
"34595","84:38:35:c9:ea:7c","84:38:35","202481595345319","Lever Office, North Adams","2014-10-16","20:17:16","21:08:49","664","-77","-77"
"34596","00:26:ab:29:c4:79","00:26:ab","202481595345319","Lever Office, North Adams","2014-10-13","05:30:42","15:46:43","3342","-75","-79"
"34597","00:26:ab:29:c4:79","00:26:ab","202481595345319","Lever Office, North Adams","2014-11-15","02:41:06","22:02:52","1308","-79","-79"
"34598","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-26","00:02:41","19:39:39","37339","-69","-75"
"34599","00:13:ce:22:e9:0a","00:13:ce","202481595345319","Lever Office, North Adams","2014-11-18","03:05:53","18:35:02","828","-77","-79"
"34600","78:4b:87:c5:fd:68","78:4b:87","202481601997564","MASS MoCa, North Adams","2014-10-09","14:41:16","14:41:16","21","-77","-77"
"34601","00:11:d9:01:f8:50","00:11:d9","202481600165262","Spring Street, Williamstown","2014-10-21","06:43:07","22:55:45","16255","-77","-83"
"34602","00:11:d9:01:f8:50","00:11:d9","202481600165262","Spring Street, Williamstown","2014-10-25","02:30:08","22:40:25","12117","-77","-81"
"34603","e0:f8:47:00:40:96","e0:f8:47","202481600165262","Spring Street, Williamstown","2014-10-22","00:20:05","09:18:15","2260","-69","-79"
"34604","88:1f:a1:5c:4a:40","88:1f:a1","202481600165262","Spring Street, Williamstown","2014-10-20","16:44:55","16:44:55","13","-75","-75"
"34605","ee:1a:b3:6b:2f:7d","ee:1a:b3","202481595345319","Lever Office, North Adams","2014-10-27","13:37:40","13:37:40","9","-79","-79"
"34606","00:20:00:bf:b3:cd","00:20:00","202481600165262","Spring Street, Williamstown","2014-10-24","04:47:09","06:19:18","1975","-83","-85"
"34607","00:26:ab:29:c4:79","00:26:ab","202481595345319","Lever Office, North Adams","2014-10-16","09:18:56","23:40:47","15202","-77","-79"
"34608","e8:8d:28:ba:81:2f","e8:8d:28","202481600165262","Spring Street, Williamstown","2014-11-19","13:18:43","13:18:43","252","-61","-61"
"34609","00:11:d9:01:f8:50","00:11:d9","202481600165262","Spring Street, Williamstown","2014-10-31","00:30:00","15:10:06","5529","-77","-81"
"34610","00:23:7d:ae:01:11","00:23:7d","202481595345319","Lever Office, North Adams","2014-09-25","14:23:58","21:53:37","10129","-73","-81"
"34611","a4:67:06:20:03:95","a4:67:06","202481595345319","Lever Office, North Adams","2014-10-16","07:19:44","07:19:44","378","-79","-79"
"34612","08:d4:0c:05:65:1d","08:d4:0c","202481600165262","Spring Street, Williamstown","2014-10-17","14:52:25","15:45:25","209","-59","-67"
"34613","88:87:17:b0:6e:c6","88:87:17","202481600165262","Spring Street, Williamstown","2014-10-22","09:58:33","15:35:48","24848","-77","-83"
"34614","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-28","01:52:10","16:12:26","36917","-69","-75"
"34615","0c:30:21:19:6d:c6","0c:30:21","202481595345319","Lever Office, North Adams","2014-10-23","16:09:28","16:09:28","132","-69","-69"
"34616","04:f1:3e:e2:be:aa","04:f1:3e","202481595345319","Lever Office, North Adams","2014-09-25","17:48:14","17:48:14","30","-77","-77"
"34617","7c:e9:d3:92:49:31","7c:e9:d3","202481600165262","Spring Street, Williamstown","2014-10-31","00:14:47","15:59:52","27691","-65","-71"
"34618","b8:e9:37:5b:a5:6b","b8:e9:37","202481600165262","Spring Street, Williamstown","2014-11-06","19:02:40","20:47:20","448","-75","-77"
